NomMunicipio,count,total_reclamacoes,media_reclamacoes,percentual
Suzano,6932,8775,1.265868436237738,0.14442009664396196
Itapevi,6922,10588,1.5296157180005778,0.14421175836259445
São Leopoldo,6731,9069,1.347348090922597,0.14023249718847489
Planaltina,6683,11914,1.7827323058506659,0.13923247343791081
Santa Maria,6600,9380,1.4212121212121211,0.13750326570256044
Montes Claros,6563,8007,1.2200213317080604,0.13673241406150063
Florianópolis,6427,7754,1.206472693325035,0.1338990134349024
Guarujá,6404,7937,1.2393816364772017,0.13341983538775715
Londrina,6340,8899,1.403627760252366,0.13208647038700502
Senador Canedo,6207,10829,1.744643144836475,0.12931557124481707
Joinville,6146,7992,1.3003579563944028,0.12804470772847523
SÃO GONÇALO,6008,8671,1.4432423435419441,0.1251696394456035
Vitória da Conquista,5948,8051,1.3535642232683256,0.1239196097573984
Cabo de Santo Agostinho,5936,9411,1.585411051212938,0.12366960381975738
Novo Gama,5873,10221,1.7403371360463136,0.12235707264714203
Betim,5840,7094,1.2147260273972602,0.12166955631862923
Marabá,5814,7290,1.2538699690402477,0.1211278767870737
Porto Velho,5811,9615,1.654620547237997,0.12106537530266344
Taubaté,5810,7515,1.293459552495697,0.12104454147452669
Araruama,5795,7273,1.2550474547023296,0.12073203405247543
Formosa,5791,9816,1.6950440338456225,0.1206486987399284
Rio Branco,5788,9493,1.6401174844505875,0.12058619725551815
Presidente Prudente,5785,11491,1.9863439930855662,0.1205236957711079
Maringá,5701,7735,1.3567795123662516,0.11877365420762077
Uberaba,5635,6872,1.2195208518189884,0.11739862155059515
Parnamirim,5536,6826,1.233020231213873,0.11533607256505676
Santana de Parnaíba,5526,7269,1.3154180238870792,0.11512773428368923
Cariacica,5520,7753,1.4045289855072465,0.11500273131486871
Itapecerica da Serra,5502,7961,1.4469283896764813,0.11462772240840721
Indaiatuba,5432,6866,1.2639911634756995,0.11316935443883458
